Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),CHT 4 (deg C),EGT 4 (deg C),CHT 3 (deg C),EGT 3 (deg C),CHT 2 (deg C),EGT 2 (deg C),CHT 1 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,source_file,Unnamed: 0,press_alt,ias,hdg,gps_gs,gps_trk,OAT (deg F),Oil Temp (deg F),Thermocouple 1 (deg F),Thermocouple 2 (deg F),Thermocouple 3 (deg F),Thermocouple 4 (deg F),CHT 4 (deg F),EGT 4 (deg F),CHT 3 (deg F),EGT 3 (deg F),CHT 2 (deg F),EGT 2 (deg F),CHT 1 (deg F),EGT 1 (deg F),Thermocouple 13 (deg F),Thermocouple 14 (deg F),OIL TEMPERATURE (deg F),RPM,AVG_CHT,CHT_OAT_Ratio,OIL_OAT_Ratio,Fuel Flow Integral,Distance Traveled,Max CHT,Engine Run,Flight ID,efficiency
13.06,1.0,10.0,2026-03-18 23:39:28,36.88888,-121.40332,264.0,0.0,329.7,-12.5,,,,,0.0,11.2,-0.6,114.3,0.0,162.0,-0.1,-0.01,1.0,99.0,-36.0,41.0,0.0,30.0,3233.0,,,305.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,94.0,0.0,0.0,30.2,0.3,,0.3,8.2,,,14.7,0.0,0.0,-0.5,7.3,5.6,,,,,131.0,94.0,136.0,104.0,134.0,100.0,131.0,100.0,,,11.0,253.8,,8.2,35.0,4.993,,,0.653,0.731,0.0,93.9,,,,,,2026-03-19-N890GF-SN35347-17.4.0.23677-USER_LOG_DATA.csv,,,,,,,105.8,201.2,,,,,267.8,201.2,276.8,219.2,273.2,212.0,267.8,212.0,,,201.02,0.0,271.4,2.5652173913043477,1.9017013232514177,0.0009027777777777778,0.16866666666666666,420.8,True,2026-03-18 23:39:18 - Flight 10,
14.06,1.0,10.0,2026-03-18 23:39:29,36.88888,-121.40332,263.0,0.0,329.7,-12.5,,,,,0.0,11.2,-0.6,114.4,0.0,160.0,-0.0,-0.01,1.0,99.0,-79.0,41.0,0.0,30.0,3230.0,,,305.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,94.0,0.0,0.0,30.2,0.2,,0.2,8.2,,,14.7,0.0,0.0,-0.5,7.3,5.6,,,,,131.0,94.0,136.0,104.0,134.0,100.0,131.0,100.0,,,11.0,253.8,,8.2,35.0,4.993,,,0.653,0.731,0.0,93.9,,,,,,2026-03-19-N890GF-SN35347-17.4.0.23677-USER_LOG_DATA.csv,,,,,,,105.8,201.2,,,,,267.8,201.2,276.8,219.2,273.2,212.0,267.8,212.0,,,201.02,0.0,271.4,2.5652173913043477,1.9017013232514177,0.0009722222222222223,0.16866666666666666,420.8,True,2026-03-18 23:39:18 - Flight 10,
15.06,1.0,10.0,2026-03-18 23:39:30,36.88888,-121.40332,263.0,0.0,329.7,-12.5,,,,,0.0,11.2,-0.6,114.4,0.0,157.0,-0.0,-0.01,1.0,99.0,-127.0,41.0,0.0,30.0,3230.0,,,305.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,94.0,0.0,0.0,30.2,0.2,,0.2,8.2,,,14.7,0.0,0.0,-0.5,7.3,5.6,,,,,131.0,94.0,136.0,104.0,134.0,100.0,131.0,100.0,,,11.0,253.8,,8.2,35.0,4.993,,,0.653,0.731,0.0,93.8,,,,,,2026-03-19-N890GF-SN35347-17.4.0.23677-USER_LOG_DATA.csv,,,,,,,105.8,201.2,,,,,267.8,201.2,276.8,219.2,273.2,212.0,267.8,212.0,,,200.83999999999997,0.0,271.4,2.5652173913043477,1.9017013232514177,0.0010277777777777778,0.16866666666666666,420.8,True,2026-03-18 23:39:18 - Flight 10,
16.06,1.0,10.0,2026-03-18 23:39:31,36.88888,-121.40332,263.0,0.0,329.7,-12.5,,,,,0.0,11.2,-0.7,114.5,0.0,154.0,-0.0,-0.01,1.0,99.0,-144.0,41.0,0.0,30.0,3230.0,,,305.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,94.0,0.0,0.0,30.2,0.2,,0.2,8.2,,,14.7,0.0,0.0,-0.5,7.3,5.6,,,,,131.0,94.0,136.0,104.0,134.0,99.0,131.0,100.0,,,11.0,253.8,,8.2,35.0,4.993,,,0.653,0.731,0.0,93.8,,,,,,2026-03-19-N890GF-SN35347-17.4.0.23677-USER_LOG_DATA.csv,,,,,,,105.8,201.2,,,,,267.8,201.2,276.8,219.2,273.2,210.2,267.8,212.0,,,200.83999999999997,0.0,271.4,2.5652173913043477,1.9017013232514177,0.0010833333333333333,0.16866666666666666,420.8,True,2026-03-18 23:39:18 - Flight 10,
17.06,1.0,10.0,2026-03-18 23:39:32,36.88888,-121.40332,263.0,0.0,329.7,-12.5,,,,,0.0,11.2,-0.7,114.4,0.0,153.0,-0.0,-0.01,1.0,99.0,-116.0,41.0,0.0,30.0,3221.0,,,305.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,94.0,0.0,0.0,30.2,0.2,,0.2,8.2,,,14.7,0.0,0.0,-0.5,7.3,5.6,,,,,131.0,94.0,136.0,104.0,134.0,99.0,131.0,100.0,,,11.0,253.8,,8.2,35.0,4.993,,,0.653,0.731,0.0,93.8,,,,,,2026-03-19-N890GF-SN35347-17.4.0.23677-USER_LOG_DATA.csv,,,,,,,105.8,201.2,,,,,267.8,201.2,276.8,219.2,273.2,210.2,267.8,212.0,,,200.83999999999997,0.0,271.4,2.5652173913043477,1.9017013232514177,0.001138888888888889,0.16866666666666666,420.8,True,2026-03-18 23:39:18 - Flight 10,
18.06,1.0,10.0,2026-03-18 23:39:33,36.88888,-121.40332,263.0,0.0,329.7,-12.5,,,,,0.0,11.2,-0.6,114.4,0.0,151.0,-0.0,-0.01,1.0,99.0,-138.0,40.0,0.0,30.0,3217.0,,,305.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,94.0,0.0,0.0,30.2,0.2,,0.2,8.2,,,14.7,0.0,0.0,-0.5,7.3,5.6,,,,,131.0,94.0,135.0,104.0,134.0,99.0,131.0,100.0,,,11.0,253.8,,8.2,35.0,4.993,,,0.653,0.731,0.0,93.8,,,,,,2026-03-19-N890GF-SN35347-17.4.0.23677-USER_LOG_DATA.csv,,,,,,,104.0,201.2,,,,,267.8,201.2,275.0,219.2,273.2,210.2,267.8,212.0,,,200.83999999999997,0.0,270.95,2.6052884615384615,1.9346153846153844,0.0011944444444444444,0.16866666666666666,420.8,True,2026-03-18 23:39:18 - Flight 10,
19.06,1.0,10.0,2026-03-18 23:39:34,36.88888,-121.40332,263.0,0.0,329.7,-12.5,,,,,0.0,11.2,-0.6,114.4,0.0,148.0,-0.0,-0.01,1.0,99.0,-128.0,41.0,0.0,30.0,3217.0,,,305.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,94.0,0.0,0.0,30.2,0.4,,0.4,8.4,,,14.7,0.0,0.0,-0.4,7.3,5.6,,,,,131.0,94.0,135.0,104.0,134.0,99.0,131.0,100.0,,,11.0,253.8,,8.4,35.0,4.993,,,0.653,0.731,0.0,93.8,,,,,,2026-03-19-N890GF-SN35347-17.4.0.23677-USER_LOG_DATA.csv,,,,,,,105.8,201.2,,,,,267.8,201.2,275.0,219.2,273.2,210.2,267.8,212.0,,,200.83999999999997,0.0,270.95,2.5609640831758034,1.9017013232514177,0.0012777777777777779,0.16866666666666666,420.8,True,2026-03-18 23:39:18 - Flight 10,
20.06,1.0,10.0,2026-03-18 23:39:35,36.88888,-121.40332,263.0,0.2,329.7,-12.5,,,,,0.0,11.2,-0.7,114.4,0.0,148.0,-0.0,-0.01,1.0,99.0,-91.0,41.0,0.0,30.0,3217.0,,,305.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,94.0,0.0,0.0,30.2,0.8,,0.8,9.2,,,14.7,0.0,0.0,-0.4,7.3,5.6,,,,,131.0,94.0,135.0,104.0,134.0,99.0,131.0,100.0,,,11.0,253.8,,9.2,35.0,4.993,,,0.653,0.731,0.0,93.8,,,,,,2026-03-19-N890GF-SN35347-17.4.0.23677-USER_LOG_DATA.csv,,,,,,,105.8,201.2,,,,,267.8,201.2,275.0,219.2,273.2,210.2,267.8,212.0,,,200.83999999999997,0.0,270.95,2.5609640831758034,1.9017013232514177,0.0014444444444444444,0.3373333333333333,420.8,True,2026-03-18 23:39:18 - Flight 10,
21.06,1.0,10.0,2026-03-18 23:39:36,36.88888,-121.40332,263.0,0.0,329.7,-12.5,,,,,0.0,11.2,-0.6,114.4,0.0,147.0,-0.0,-0.01,1.0,99.0,-92.0,41.0,0.0,30.0,3212.0,,,305.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,94.0,0.0,0.0,30.2,1.4,,1.4,8.8,,,14.7,0.0,0.0,-0.4,7.3,5.6,,,,,131.0,93.0,135.0,104.0,134.0,99.0,131.0,100.0,,,11.0,253.8,,8.8,35.0,4.993,,,0.653,0.731,0.0,93.9,,,,,,2026-03-19-N890GF-SN35347-17.4.0.23677-USER_LOG_DATA.csv,,,,,,,105.8,201.2,,,,,267.8,199.4,275.0,219.2,273.2,210.2,267.8,212.0,,,201.02,0.0,270.95,2.5609640831758034,1.9017013232514177,0.00175,0.506,420.8,True,2026-03-18 23:39:18 - Flight 10,
22.06,1.0,10.0,2026-03-18 23:39:37,36.88888,-121.40332,263.0,0.0,329.7,-12.5,,,,,0.0,11.2,-0.6,114.3,0.0,147.0,-0.0,-0.01,1.0,99.0,-72.0,41.0,0.0,30.0,3212.0,,,305.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,94.0,0.0,0.0,30.2,1.6,,1.6,8.9,,,14.6,0.0,0.0,-0.4,7.3,5.6,,,,,131.0,93.0,135.0,104.0,134.0,99.0,131.0,99.0,,,11.0,253.8,,8.9,35.0,4.993,,,0.653,0.731,0.0,93.8,,,,,,2026-03-19-N890GF-SN35347-17.4.0.23677-USER_LOG_DATA.csv,,,,,,,105.8,201.2,,,,,267.8,199.4,275.0,219.2,273.2,210.2,267.8,210.2,,,200.83999999999997,0.0,270.95,2.5609640831758034,1.9017013232514177,0.0021666666666666666,0.506,420.8,True,2026-03-18 23:39:18 - Flight 10,
23.06,1.0,10.0,2026-03-18 23:39:38,36.88888,-121.40332,264.0,0.0,329.7,-12.5,,,,,0.0,11.2,-0.6,114.3,0.0,146.0,-0.1,-0.01,1.0,99.0,-60.0,41.0,0.0,30.0,3212.0,,,305.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,94.0,0.0,0.0,30.2,1.7,,1.7,8.8,,,14.6,0.0,0.0,-0.5,7.3,5.6,,,,,130.0,93.0,135.0,104.0,134.0,99.0,131.0,99.0,,,11.0,253.8,,8.8,35.0,4.993,,,0.653,0.731,0.0,93.8,,,,,,2026-03-19-N890GF-SN35347-17.4.0.23677-USER_LOG_DATA.csv,,,,,,,105.8,201.2,,,,,266.0,199.4,275.0,219.2,273.2,210.2,267.8,210.2,,,200.83999999999997,0.0,270.5,2.556710775047259,1.9017013232514177,0.0026249999999999997,0.506,420.8,True,2026-03-18 23:39:18 - Flight 10,
24.06,1.0,10.0,2026-03-18 23:39:39,36.88888,-121.40332,264.0,0.0,329.7,-12.5,,,,,0.0,11.2,-0.7,114.3,0.0,145.0,-0.1,-0.01,1.0,99.0,-47.0,41.0,0.0,30.0,3214.0,,,305.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,94.0,0.0,0.0,30.2,1.9,,1.9,8.8,,,14.6,0.0,0.0,-0.5,7.3,5.6,,,,,131.0,93.0,135.0,103.0,134.0,99.0,131.0,99.0,,,11.0,253.8,,8.8,35.0,4.993,,,0.653,0.731,0.0,93.8,,,,,,2026-03-19-N890GF-SN35347-17.4.0.23677-USER_LOG_DATA.csv,,,,,,,105.8,201.2,,,,,267.8,199.4,275.0,217.4,273.2,210.2,267.8,210.2,,,200.83999999999997,0.0,270.95,2.5609640831758034,1.9017013232514177,0.003125,0.506,420.8,True,2026-03-18 23:39:18 - Flight 10,
25.06,1.0,10.0,2026-03-18 23:39:40,36.88888,-121.40332,264.0,0.0,329.7,-12.5,,,,,0.0,11.2,-0.7,114.3,0.0,145.0,-0.1,-0.01,1.0,99.0,-12.0,41.0,0.0,30.0,3209.0,,,305.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,94.0,0.0,0.0,30.2,2.1,,2.1,7.2,,,14.6,0.0,0.0,-0.5,7.3,5.6,,,,,130.0,93.0,135.0,103.0,134.0,99.0,131.0,99.0,,,11.0,253.8,,7.2,35.0,4.993,,,0.653,0.731,0.0,93.8,,,,,,2026-03-19-N890GF-SN35347-17.4.0.23677-USER_LOG_DATA.csv,,,,,,,105.8,201.2,,,,,266.0,199.4,275.0,217.4,273.2,210.2,267.8,210.2,,,200.83999999999997,0.0,270.5,2.556710775047259,1.9017013232514177,0.0036805555555555554,0.506,420.8,True,2026-03-18 23:39:18 - Flight 10,
